character,degree_Marvel_characters
GLAZER_FREDDY,46
GLAZIER,16
GLEASON_KAREN,26
GLEEG,16
GLENN_HEATHER,248
GLENN_JOSH,18
GLITCH,32
GLITCH_II,20
GLITTER,78
GLITTERBUG,12
GLITTERKNIGHT,30
GLOB,202
GLOB_II,10
GLOB_HERMAN,320
GLOM,110
GLOMM,58
GLOOM,32
GLORIAN,182
GLORIOLE,6
GLORY,60
GLORY_II,34
GLOUCESTER,56
GLOVER_CAPT_KATHERINE,176
GLOW_WORM,106
GLUB,58
GLUMP,84
GNASH,40
GNIVES,36
GNOME,16
GNORI,22
GNUCCI_ISABELLA_CARMELA_MAGDELENA_MA,30
GNUCCI_PETER,32
GNUCCI_UNCLE_D,20
GNUCCI_VINNIE,20
GNUCCI_VINNIE_II,20
GNUCCI_VINNIE_III,20
GO-DEVIL,38
GO-GO,16
GO-GO_TOMAGO,128
GOBLIN_KING,98
GOBLIN_QUEEN,162
GOBLYN,302
GOD-KILLER,76
GODA_AZUMA,126
GODDARD_TROY,32
GODDESS,400
GODSEYE,22
GODSTALKER,92
GODSTORM,34
GODWIN_KURT,34
GODWULF,58
GODZILLA,166
GOEBBELS_JOSEPH,116
GOERING_HERMANN_WILHELM,128
GOFF_LUCIEN,14
GOG,40
GOG_II,100
GOG_III,120
GOG_IV,50
GOGO,24
GOLD_II,72
GOLD_JARED,12
GOLD_MARTIN,50
GOLDBRICK,64
GOLDBUG,406
GOLDDIGGER,222
GOLDEN_ANGEL,40
GOLDEN_GATOR,72
GOLDEN_GIRL,176
GOLDEN_GIRL_II,78
GOLDEN_SUN,52
GOLDEN_ANGELA,48
GOLDEN_MICHAEL,84
GOLDEN-BLADE,60
GOLDENDAWN_FORREST,36
GOLDFARB_AARON,22
GOLDFIRE,172
GOLDSTEIN_LAURA,32
GOLDSTEIN_ROBERT,32
GOLEM,46
GOLEM_II,56
GOLEM_III,24
GOLEM_IV,10
GOLEM_JUDIAH,14
GOLIATH,18
GOLIATH_IMPOSTER,34
GOLIATH_II,824
GOLIATH_III,568
GOLIATH_IV,460
GOLIATH_V,500
GOLIATH_VI,198
GOMDULLA,32
GOMEZ,38
GOMI,44
GOMURR,60
GONDUL,34
GONZA,50
GONZALEZ_CHRIS,34
GONZALEZ_DAVID,14
GONZALEZ_MICHELE,286
GONZALEZ_RAYMOND,12
GONZALEZ_VINCENT,242
GONZO,8
GOPHER,4
GOOCH_CLIVE,44
GOODMAN_MARTIN,66
GOODMAN_MITCHELL,36
GOODWIN_ARCHIE,114
GOOGAM,128
GOOL,24
GOOM,122
GOONER_MELVIN,20
GOR-KILL,2
GORAN,52
GORANI,66
GORBACHEV_MIKHAIL,74
GORBO_DR_ERIK,18
GORDY,68
GORGEOUS_GEORGE,34
GORGILLA,136
GORGOLLA,2
GORGON,1566
GORGON_II,274
GORGUL,16
GORILLA_GIRL,20
GORILLA_GIRL_II,268
GORILLA_MAN,168
GORILLA-MAN,610
GORJOON,34
GORK,24
GORKO_ELLENE,50
GORM,16
GORMUND,30
GORN,76
GORNKAI,40
GOROTH,298
GORR,52
GORT,18
GORT_YARRO,10
GORT_YARRO_II,20
GOSAMYR,102
GOSS_PROF_CHARLIE,14
GOSSIP_GIRL,12
GOTE_SIR,156
GOTH,46
GOTH_CELIA,18
GOTH_MORTIGANS_SOUL,22
GOTH_MRS,18
GOTHIC_LOLITA,22
GOTRON,38
GOTTFRIED_WILLIS,24
GOTTLIEB,22
GOULDING_DR,24
GOVAN,56
GOWELL_ROWAN,30
GOYER_SAUL,30
GRACE,58
GRACE_II,36
GRACE_FRANCESCA_LEXLEY,192
GRACE_MARCO,14
GRACE_POLO,14
GRACY_LT_SYLVIA,12
GRAFTON_ROGER,10
GRAHAM_DR,32
GRAK,20
GRAND_COMMISSIONER_OF_RIGEL,202
DIRECTOR,38
GRAND_OVERSEER,52
GRAND_THANE,76
GRAND_VIZIER_OF_ASGARD,734
GRAND_VIZIER_OF_POLEMACHUS,116
GRANDE_DAME,30
GRANDMASTER,714
GRANGER_HERMIONE,28
GRANITOR,20
GRANNY_GARDINIA,22
GRANT_DONALD,56
GRANT_GATOR,72
GRANT_GLORIA,1134
GRANT_MARY_MEEKS,56
GRANT_MR,58
GRANT_SILAS,134
GRANT_SILAS_II,24
GRANTBY-FOX_SIR_MARCUS,30
GRANVILLE_DANNY,180
GRAPPLER,100
GRASP,92
GRASSHOPPER,100
GRASSHOPPER_II,42
GRASSHOPPER_III,32
GRASSHOPPER_III_IMPOSTER,130
GRATHAM_DERRICK,28
GRAVELY_HEADSTONE_P,36
GRAVEMOSS,36
GRAVES_CLIFTON,26
GRAVES_REVEREND,10
GRAVITON,606
GRAVITY,710
GRAY_BILLY,10
GRAY_CATHERINE,20
GRAY_CHARLES,80
GRAY_CORNELL,64
GRAY_MOIRA,20
GRAY_MOIRA_II,18
GRAY_SGT,30
GRAY_WILMA,10
GRAYBAR,40
GRAYMALKIN_CHARLES,38
GRAYMALKIN_JONAS,286
GRAYSON_DR_MATTHEW,100
GRAYSON_PAMELA,6
GRAZIA_VINCENT,32
GREASE,2
GREASY,62
GREAT_AMAZO,12
GREAT_DANE,18
GREAT_MONGOOSE,28
GREAT_MONGOOSE_II,68
GREAT_ONE,8
GREAT_ROSSO,18
GREAT_WALL,26
GREAT_WEAVER,24
GREAT_WHITE,18
GREEDY_KILLERWATT,18
GREEN_DEATH,60
GOBLIN,2504
GREEN_GOBLIN_DUPLICATE,66
GREEN_GOBLIN_III,50
GREEN_GOBLIN_IV,388
GREEN_GOBLIN_V,88
GREEN_KNIGHT,168
GREEN_MASK_KILLER,20
GREEN_SYMBIOTE,52
GREEN_ALTHEA,226
GREEN_ARNIE,10
GREEN_DEBBIE,138
GREEN_JAMES,26
GREEN_LILA,30
GREEN_MR,18
GREEN_MRS,18
GREENE_GUY,20
GREENSKYN_SMASHTROLL,94
GREENSONG,120
GREENSPAN_HERSCHEL,18
GREER_DAVID,30
GREER_GABRIELLE,102
GREER_MISS,28
GREEXIX,8
GREGOR,70
GREGORY,172
GREGORY_TODD,14
GREICO_LINDA,6
GREITHOTH,240
GREMLIN,12
GREMLIN_II,182
GRENDEL,38
GRENDEL_S_MOTHER,16
GRENVILLE_SIR_RICHARD,10
GRESIG,28
GRET,14
GREVES_JERRY,30
GREY,74
GREY_BEAR,14
GREY_FOX,12
GREY_GARGOYLE,998
GREY_GOBLIN,62
GREY_KING,74
GREY_PANTHER,6
GREY_CHARLES,32
GREY_DR_JOHN,544
GREY_ELAINE,516
GREY_ELEANOR,32
GREY_MALKIN,32
GREYMALKIN,24
GREYVAL_GRIMSON,74
GRID,36
GRIEFSAVOR,24
GRIFFIN,20
GRIFFIN_II,810
GRIFFIN_III,24
GRIFFIN_IV,74
GRIFFIN_CAPT_REX,14
GRIFFIN_DAVE,20
GRIFFIN_LORI,20
GRIFFITH_D_W,406
GRIGGS_SAMUEL,36
GRIGORI,28
GRIGOROVICH_DIMITRY,12
GRIM_HUNTER,92
GRIM_MAGNUS,74
GRIM_REAPER,566
GRIM_GUS,22
GRIMANI_LEONE,10
GRIMBAT,86
GRIMES_EUSTACE,26
GRIMGERTA,462
GRIMM_DANIEL,10
GRIMM_DR_JAKE,64
GRIMM_PETUNIA,136
GRIMMLEY_EDWIN,12
GRIMSBY_ROGER,44
GRIMSDALE_MORTIMER,32
GRIND,18
GRINDER,48
GRINDHOUSE,52
GRINKO,12
GRIP,54
GRIPPO_BILLY,18
GRIS-GRIS,86
GRISWALD_CALVIN,40
GRISWALD_MARTHA,40
GRISWALD_SUSIE,40
GRISWALD_WILBUR,40
GRITHSTANE,8
GRIZ,54
GRIZZLY,514
GRIZZLY_II,126
GROG,146
GROGG,104
GROLF,42
GRON,32
GRONDARR,8
GRONK,178
GROOT,410
GROSS_CLIFFORD,48
GROSS_ED,62
GROSS_IRA,18
GROSSMAN_THOMAS,16
GROT,26
GROTESK,166
GROTTO,70
GROTTU,144
GROUNDHOG,34
GROVEL,100
GROVER_ARTHUR_J,36
GROVES_GEN_MCALLISTER,24
GROWING_MAN,226
GROWLER,66
GROZA,18
GRUEN,54
GRUENHILDA,48
GRUENWALD_DR,120
GRUENWALD_MARK,96
GRUNCH_ALESTAIRE_FINCHLEY,36
GRUNDGE_CHARLTON,28
GRUNDOR,34
GRUNDROTH,86
GRUNING_ERIC,74
GRUNT,46
GRUTO,2
GRUX,20
GRYFNN_BRONWEN,218
GRYLAK,54
GRYPHON,64
GUARDIAN,26
GUARDIAN_II,526
GUARDIAN_III,916
GUARDIAN_III_DOPPELGANGER,282
GUARDIAN_III_DOPPELGANGER_II,182
GUARDIAN_IV,30
GUARDIAN_V,28
GUARDIAN_VI,178
GUARDIAN_VII,260
GUARDSMAN,152
GUDRUN,364
GUERERRO_JAMES,36
GUERERRO_PEREGRINE,34
GUERERRO_VERONIQUE_NIKI,30
GUEVARA_ERNESTO_CHE,32
GUIDE,52
GUIDING_LIGHT,46
GUILD_PRIMUS,70
GUILDENSTERN,40
GUILOTINE,86
GUINEVERE,20
GUINNESS,2
GUKENYA_RIEK,2
GULADKIN,30
GULKA,10
GULLIN,144
GULLINBURSTI,86
GULLO,32
GUN_METAL,26
GUN_RUNNER,68
GUNDAR,16
GUNDAR_II,16
GUNDERSON_COL_ROLAND,34
GUNHAWK_II,28
GUNHAWK_III,10
GUNHAWK_IV,108
GUNMETAL,6
GUNN_TIM,20
GUNNAR,56
GUNNHILD,334
GUNPLAY,34
GUNSHIP,28
GUNSMITH,24
GUNSMOKE_KID,2
GUNTHAR,192
GUNTHARR,26
GUNTLY_DAVID,24
GUNYON_DET,48
GUNZER_JOE,10
GUNZER_MATTY,10
GUNZER_SGT_FRANK,32
GUSTAV_EARL,22
GUTHRIE_CISSIE,156
GUTHRIE_ELISABETH,150
GUTHRIE_JEBEDIAH,210
GUTHRIE_JOELLE,144
GUTHRIE_LEWIS,210
GUTHRIE_LUCAS_BARTHOLOMEW,82
GUTHRIE_LUCINDA,414
GUTHRIE_THOMAS_ZEBULON,46
GUTIERREZ_ARTURO,32
GUTIERREZ_ROSAURA,26
GUTTMAN_DR_NINA,22
GUVNOR,34
GUZMAN_TULIO,36
GYGATHER,54
GYPS,12
GYPSY,28
GYPSYMOTH,500
GYRE,30
GYRE_II,54
GYRICH_HENRY_PETER,1842
GZOOM,36
H_E_R_B_I_E,54
H_E_R_B_I_E_II,30
H_U_B_E_R_T,52
H'JKE_JEEKU,50
H'KURREK,60
HAAG,250
HAAG_II,40
HAAKUN,44
HAAZARETH_THREE,32
HABEAS_CORPUS,30
HACK,20
HACK_II,78
HACKER_RAFE,16
HACKETT_LT_LOU,50
HACKSTABBER_RUFUS_T,38
HADDOCK_DR_MYRA,104
HADDONS_THOMAS,22
HADJ,64
HADRIA,22
HAEBRLE_ROBERT_L,10
HAEMON,18
HAFGA,104
HAFNIUM,132
HAG,72
HAG_OF_THE_PITS,32
HAGER_GENERAL,40
HAGGERT_BOB,68
HAGUE_DR_EVELYN,10
HAIG_ALEXANDER,62
HAIRBAG,54
HAJI,26
HAKON,64
HAKUREI,28
HAL-KONN_COL,28
HALBERG_DONALD,28
HALDANE_RANULPH,76
HALDEMAN_CALVIN,18
HALE_BONNIE,8
HALE_JONAS,248
HALE_LILY_WOLWARD,4
HALE_LT_GARY,42
HALE_MONTAGUE,20
HALE_NAN,60
HALE_NORMAN,4
HALE_TOM,60
HALEENA,40
HALF-FACE,84
HALF-LIFE,34
HALFLIFE,64
HALFTREE_HORACE,62
HALIDON_JERIAH,22
HALIWELL_JERRY,34
HALL_MICHAEL,28
HALL_MORGAN,36
HALL_PAUL,42
HALLEN_JOSEPH_E,12
HALLER_GABRIELLE,360
HALLER_TERRENCE,16
HALLER_TERRENCE_II,24
HALLER_TERRENCE_III,22
HALLORMAN_SIDNEY,22
HALLOWAY_JASON,30
HALSTEAD_EVERETT,12
HAMA_LARRY,84
HAMAND,4
HAMES,74
HAMID_SHEIK,50
HAMILTON_JEROME,32
HAMILTON_MICKY,96
HAMILTON_PATRICIA,28
HAMILTON_PAUL,50
HAMILTON_ROLAND_ACE,46
HAMIR,110
HAMMAL_KESHT,120
HAMMER,32
HAMMER_II,170
HAMMER_III,80
HAMMER_IV,34
HAMMER_V,30
HAMMER_VI,32
HAMMER_CALEB,46
HAMMER_JUSTIN,632
HAMMER_JUSTINE,112
HAMMER_MAX,12
HAMMER_SASHA,104
HAMMERHAND,48
HAMMERHAND_II,8
HAMMERHAND_III,78
HAMMERHEAD,28
HAMMERHEAD_II,872
HAMMOND_GREG,28
HAMMOND_WHITNEY_P,232
HAMUD_RAOUL,22
HANA,24
HANA_UGAMA,12
HANCOCK_CALISTA,40
HANCOCK_GLORIA,44
HANCOCK_JOHN,20
HAND_OF_FIVE,40
HAND_VICTORIA,872
HANDSAW,58
HANGMAN,26
HANGMAN_II,116
HANGMAN_III,122
HANI,14
HANLON_VIRGIE_VIRGINIA,60
HANNAH_MARILYN,76
HANNIGAN_BYRON,84
HANOVER,44
HANOVER_DR_ROBYN,30
HANOVER_MARTIN,42
HANRAHAN_GORDON,66
HANRAHY_JIM,38
HANRANSHA,16
HANSEN_BILLY,32
HANSEN_DR_MAYA,100
HANSON_CLARA,6
HANSON_JOE,6
HAO_WILLIAM,104
HAOKAH,22
HAPANMYAS_BRIDGET,8
HAPANMYAS_IBRIM,8
HARADA_SHINGEN,118
HARBINGER,36
HARDAWAY,46
HARDBALL,596
HARDCASE,108
HARDCORE,90
HARDERMAN_QUENTIN,94
HARDESTY_JENNIFER,26
HARDESTY_JOHN,14
HARDESTY_MARCIA,158
HARDHAT,36
HARDIN_AALIYAH,42
HARDIN_BRANDY,42
HARDING_MASON,26
HARDNOSE,26
HARDOL,18
HARDRIVE,184
HARDSHELL,106
HARDTIME,34
HARDWIRE,28
HARDY_BRANDON,28
HARDY_LYDIA,74
HARDY_MORGAN_MACNEIL,22
HARDY_STAN,64
HARDY_WALTER,50
HARGEN,202
HARGROVE_CHIP,80
HARGROVE_ELIAS,52
HARKER_ALICIA,32
HARKER_EDITH,32
HARKER_JONATHAN,30
HARKER_MINA_MURRAY,26
HARKER_QUINCY,104
HARKINS_DR_ADAM,120
"HARKINS, GIDEON",6
HARKNESS_ABIGAIL,12
HARKNESS_AGATHA,1030
HARKORT,22
HARMON_DAVIS,20
HARMON_JUDY,52
HARMONY,34
HARNESS,142
HAROKIN,278
HAROLD_HAROLD_H,112
HARPER,84
HARPER_AL_B,14
HARPER_CAPT_JILL,30
HARPER_JOE,4
HARPER_LUCY,12
HARPOON,442
HARPY_II,20
HARQUIS_TEY,40
HARR_DR,12
HARRAS_BOB,64
HARRIDAN,62
HARRIER,14
HARRIER2,68
HARRIGAN_CHESTER,64
HARRIGAN_PATRICIA,80
HARRIMAN_W_AVERELL,50
HARRINGTON_ROGER,74
HARRINGTON_SARA,56
HARRIS_BERNARD,24
HARRIS_CHRISTINE,56
HARRIS_EDDIE,96
HARRIS_MONROE,30
HARRIS_PAULA,118
HARRIS_TONI,36
HARRISON_COL_EDWARD,66
HARRISON_GEORGE,132
HARRISON_JORDAN,28
HARRISON_KAYLIE,8
HARRISON_LUCY,24
HARRISON_ROLFE,36
HARRISON_TIMOTHY,8
HARRISON_WILLARD,60
HARROW,10
HARROW_II,44
HARROW_DR_JONAS,340
HART_DAMON,20
HART_DONALD,30
HART_RUTH,86
HARTECOURT_GEN,12
HARVEST,286
HARVEST_II,80
HARVESTER,46
HARVESTER_II,8
HARVESTOR,24
HARVEY_SUE,20
HASAYABA_VICTOR,80
HASHIOKA_TAMARA,100
HASKELL_THEODORE,38
HASTINGS_PROF_LOUISE,108
HASTINGS_RAY,20
HASTINGS_WILLIAM,88
HATCH,52
HATCHET_MAN,32
HATCHET-9,8
HATCHETFACE,18
HATCHWAY_VERNON,98
HATEMONGER,158
HATE-MONGER_III,36
HATEMONGER4,160
HATE-MONGER_V,18
HATE-MONGER_VI,74
HATH,10
HATHAWAY_HAYDEN,8
HATI,26
HATORI_DESMOND,20
HATTON_SHELLY,58
HAUPTMAN_JURGEN_IRON_HAND,112
DEUTSCH,186
HAUPTMANN_GERT,36
HAUPTMANN_GUSTAV,26
HAUS,18
HAUSER_WILHELM,24
HAV-AK,46
HAV-ROGG,26
HAVEN,38
HAVERO_GREY,186
HAVERSHAW_ANDREA,30
HAVERSHAW_JASON,30
HAVOK,2606
HAVOK_II,134
HAWAL,12
HAWK,66
HAWK_ANDREW_JACKSON,102
HAWK_TOLO,18
HAWKEY,40
HAWKEYE,4060
HAWKEYE_DOPPELGANGER,140
HAWKEYE_IMPOSTER,132
HAWKEYE_II,962
HAWKINS_DR_EDWIN_EARL,56
HAWKINS_DR_GLADSTONE,42
HAWKINS_TOM,36
HAWKMORE_EVERETT_HAWK,20
HAWKS_JOHN,28
HAWKSHAW,132
HAWLEY_EVELYN,24
HAWLEY_LORD_PETER,32
HAWLEY_PAMELA,96
HAYA,14
HAYDEN,82
HAYDEN_TOM,22
HAYES_DR_ALICE,98
HAYES_DR_GENE,96
HAYMAKER,12
HAYNES_DENNY,26
HAYWERTH_GEN_LEWIS,400
HAYWOOD_GEN,152
HAZARD,90
HAZMAT,292
HAZZERD,56
HE_WHO_REMAINS,44
HEAD,14
HEAD_CASE,22
HEADCASE,58
HEADGEAR,46
HEADHUNTER,6
HEADHUNTER_II,40
HEADHUNTER_III,44
HEADLESS_MONSTER,16
HEADLOK,282
HEADMISTRESS,44
HEADTRIP,42
HEADSMAN,116
HEALER,154
HEARST_EMILY,32
HEARST_LISA,32
HEARST_THEODORE,32
HEART_ATTACK,84
HEARTBREAK_KID,26
HEARTBREAKER,28
HEATRAY,44
HEATER_DELIGHT,64
HEATHEN,28
HEAVY,210
HEAVY-DUTY,34
HEBB_GEORGIANA,56
HEBE,282
HECARA,358
HECATE,80
HECATE_II,78
HECATOMB,42
HECHT_DET_ANNIE,34
HECK_DON,42
HECTOR,50
HECTOR_II,324
HECTOR_III,28
HEDAYAT_FERNAND,44
HEDRON,34
HEFNER_HUGH,30
HEIDEL_SGT_RICH,24
HEIMDALL,1534
HEIMERDINGER_DR_DAVID,34
HEINRICH_ANNA,22
HEINRICH_BARON_FRANZ,22
HEINRICH_HANS,26
HEINZ_GERTA,24
HEISENBERG_DR,18
HEKA-NUT,20
HEKTU,14
HEL_WOLF,48
HELA,1256
HELEK,42
HELEN_OF_TROY,98
HELENE,14
HELIO,182
HELIUM,46
HELIX,128
HELIX_II,54
HELKOOKY,34
HELL-EYES,32
HELLBENT,38
HELLCAT,1618
HELLCOW,12
HELLEN,92
HELLER_DR_JOSEPH,24
HELLER_ERIC,88
HELLFIRE,30
HELLFIRE_II,26
HELLFIRE_III,470
HELLFRED,24
HELLGATE_ANTON,80
HELLHORSE,372
HELLHORSE_IMPOSTER,38
HELLION,812
HELLMAN_MIKE,32
HELLRAZOR,88
HELLRAZOR_II,38
HELLSCOUT,42
HELLSGAARD_ROBERT,56
HELLSPAWN,70
HELLSTORM,1430
HELLSTORM_DOPPELGANGER,54
HELLSTROM_VICTORIA_WINGATE,20
HEM-NET_JER,16
HEMINGWAY,16
HEMINGWAY_ERNEST,30
HEML,104
HEMLOCK,6
HENCKEL_MARIA,46
HENDERSHOOT_COLONEL,64
HENDERSON_CAROL,40
HENDRICKS_THOMAS_ANDREWS,14
HENDRIX_JIMI,42
HENG_ZHANG,30
HENRY_THE_YOUNG_KING,18
HENRY_JOHN,80
HENSHAW_CURTIS,34
HEPHAESTUS,268
HEPZIBAH,916
HER,408
HERA,606
HERATEQ,26
HERBERT,26
HERCULES,4108
HERCULES_DOPPELGANGER,172
HERCULES_DOPPELGANGER_II,208
HERCULES_SHADE,64
HERCULES_II,14
HERCULES_III,10
HERCULES_IV,12
HERCULES_V,174
HERKOWITZ_SANDY,36
HERMAN_THE_GERMAN,24
HERMES,480
HERMOD,434
HERNANDEZ_RAMON,38
HERR_SAMURAI,34
HERU,20
HESCAMAR,132
HESSLER_WOLFGANG,56
HETH_SA,16
HETHERINGTON_DIANA,48
HEX,140
HEXUS,6
HEYDRICH_GEN_REINHARD,4
HEZ-TAR_COLONEL,32
HI-LITE,20
HIBBERT_ELLEN,36
HIBBERT_HOPE,98
HIDALGO_DETECTIVE_JOSE,48
HIGASHI,36
HIGGINS,40
HIGGINS_BOB,46
HIGGINS_JANE,36
HIGGINS_LINDA,36
HIGGINS_RICHIE,36
HIGGINS_SAMUEL,136
HIGH_EVOLUTIONARY,1274
HIGH_TECHNICIAN,20
HIGHNOTE,256
HIGHWAYMAN,46
HIGHWAYMAN_II,20
HIJACK,70
HIJACKER,224
HILARY,78
HILBERT_DAVID,44
HILDEBRANDE_KAREN,14
HILDEBRANT_DR,10
HILDEGARDE,534
HILL_GEN_FRANK,62
HILL_GEORGE,40
HILL_MARIA,1508
HILLIARD_JACOB,34
HILLMAN_TERENCE,22
HILLMAN_TERI,18
HILLS_EDWIN,30
HILT_DR_JONAS,12
HILTON_PARIS,102
HIM,44
HIMES_WOODWARD_C,16
HIMMLER_HEINRICH,72
HINDEL_BERTRAM,82
HINDS_PATRICK,24
HINDSIGHT_LAD,312
HINES_CAROL,214
HINKLEY,16
HINKLEY_ADMIRAL,42
HIP_HOP,32
HIPPO,82
HIPPOLYTA,168
HIRITO_GEN,18
HIRO,54
HIRO-AMIN,28
HIRO-KALA,130
HIROCHI,32
HIROIM,278
HIROMITSU,92
HIT-MONKEY,18
HITCHCOCK_ALFRED,18
HITCHUCK_KELLY,76
HITLER,716
HITMAKER,16
HITMAN,74
HITZIG_MILA,30
HITZIG_PETER,28
HIVE,26
HIVE_II,56
HLOKK,34
HO_CHI_MINH,12
HO_TI,20
HO_LI_MUAN,64
HOAG_ANNE_MARIE,182
HOARD_JOSH,26
HOARFEN,40
HOARFROST,58
HOBBES_DAVID,64
HOBBS_HARRIS,218
HOBGOBLIN,314
HOBGOBLIN_II,502
HOBGOBLIN_III,26
HOBGOB2,326
HOBGOB5,528
HOBGOBLIN_VI,20
HOBGOBLIN_VII,100
HOBGOBLIN_VIII,244
HOBSON_MICHAEL,84
HOCHBERG_ROGER,120
HODER,258
HODGE_CAMERON,500
HODIAK,144
HOEK_R,16
HOENIR,122
HOFFMAN,52
HOFFMAN_ALICE,8
HOFFMAN_DEREK,12
HOFFMAN_MR,12
HOFFNER_DR_ZACHARY,40
HAPPY,1042
HOGAN_JOEY,126
HOGAN_MARIE,8
HOGAN_PAUL,24
HOGARTH_GILDA,38
HOGARTH_JERYN,518
HOGG_SIR,190
HOGGOTH,80
HOGUN,1896
HOLDEN_DR_SAMUEL,92
HOLDER_RAYMOND,42
HOLDER_RAYMOND_JR,82
HOLDSWORTH_PARKER,22
HOLE,30
HOLGATE_ALEXANDER,10
HOLI,38
HOLIDAY_JORDAN,56
HOLKAR_DR_SHYAM,26
HOLLIDAY_DR_JOHN_HENRY_DOC,38
HOLLISTER_BILL,154
HOLLISTER_JOHN_JACK,16
HOLLISTER_LUCY,12
HOLLISTER_SHERIFF,16
HOLLIWAY_HOLDEN,234
HOLLOW,30
HOLLOWPOINT_NINJA,14
HOLMAN_DR_SHERI,28
HOLMES_DR_CLEMENT,20
HOLMES_SAURIAN,18
HOLMWOOD_ARTHUR,22
HOLO,40
HOLOCAUST_295,180
HOLY,30
HOLYOAK_JACK,48
HOMEBREW,14
HOMER,60
HOMERSTONE_HARRIET,32
HON-SAN_COL,28
HONCHO,68
HONCHO_II,26
HONDA_DR,10
HONDA_SEIJI,2
HONEY_BEE,38
HONEY_LEMON,130
HONEYPOT_MAY,16
HONIKAWA_SHO,26
HONIR,60
HOO,10
HOOD,22
HOOD_III,922
HOODED_EYE,42
HOODED_EYE_II,60
HOODED_HORROR,22
HOODED_MAN_807128,104
HOODWINK,78
HOOK,118
HOOK_ROBERT,26
HOOKS_OLIVIA,86
HOOLIN_PATRICK,22
HOOPSNAKE,58
HOOVER_J_EDGAR,74
HOP_SUNG,28
HOP-FIEND,98
HOPE,12
HOPE_II,56
HOPE_III,34
HOPE_IV,552
HOPE_V,162
HOPE_BOB,58
HOPKINS_AMELIA,30
HOPKINS_CLAIRE,20
HOPKINS_DAVE,36
HOPKINS_STEVE,176
HOPSON_ERIKA,20
HORDE,20
HORDE_II,20
HOREM,8
HORIZON,22
HORNET_III,152
HORROCKS_NED,48
HORSE,40
HORSE_II,64
HORSKULD,74
HORTON_DOUGIE,28
HORTON_PROF_PHINEAS_T,240
HORTON_PROF_PHINEAS_T_CLONE,18
HORTON_PROF_PHINEAS_T_IMPOSTER,88
HORUS,258
HORUS_II,10
HORUS_III,18
HORVALD,42
HORWITZ_CURLY,22
HORWITZ_MOE,40
HORWITZ_SHEMP,22
HOSEK_BULL,12
HOSEK_OFFICER,24
HOSKINS_DR_ROBERT,8
HOSS,22
HOST,14
HOST_II,118
HOTAMITANIO,52
HOTCHKINS,52
HOTSHOT,144
HOUND,20
HOUND_II,122
HOUSE,110
HOUSE_OF_SHADOWS,66
HOUSTON_LT_COMMANDER_REBECCA,8
HOUSTON_STELLA,84
HOWARD_THE_DUCK,680
HOWARD_BETH,24
HOWARD_MARCY,20
HOWARD_PROFESSOR_MARK,84
HOWARDS_HUGH,60
HOWITZER,36
HOWLER,44
HOWLER_II,30
HOWLETT_ELIZABETH,44
HOWLETT_JOHN,38
HOWLETT_JOHN_JR,38
HOWLETT_KENNETH,38
HOYDEN,66
HOYER_ERNST,24
HOYT_TONY,18
HREIDMAR,56
HRILL,48
HRIMHARI,364
HROLF,52
HROLF_II,30
HRUNGNIR,32
HSU_CHEN,100
HSU_DOUG,78
HSU_LILLIAN,84
HU_CHEN,24
HU_ALICE,48
HU_DR,34
HUB,100
HUCKLE_CHARLEY,24
HUCKLEBUCK,14
HUDDLESTON_PROF,14
HUDDON_JACK,32
HUDSON_CHARLES,14
HUDSON_CLAIRE_MCNEIL,78
HUDSON_ELIAS,44
HUDSON_FREDERICK,22
HEATHERH,296
HUDSON_TRUETT,246
HUDSON_VICTOR,62
HUFF_DET_ARNOLD,20
HUGGERZ,32
HUGHES_FLORA,14
HUGHES_WILLIAM,14
HUGHS_TIMBER,88
HUGINN,648
HUGO,10
HUGO_II,12
HUGO_CAPTAIN_EDVARD,26
HULK_BANNERLESS,524
HULK_DOPPELGANGER,172
HULK_DOPPELGANGER_II,208
HULK_ROBOT,172
HULK_ROBOT_DUPLICATE,168
HULKLING,990
HUMAN_CANNONBALL,408
HUMAN_FLY,18
HUMAN_FLY_II,174
HUMAN_METEOR,50
HUMAN_ROBOT,408
HUMAN_TOP,158
HUMAN_TOP_II,194
HUMAN_TORCH,1754
HUMAN_TORCH_II,5696
HUMAN_TORCH_II_DOPPELGANGER,172
HUMAN_TORCH_II_DOPPELGANGER_II,128
HUMAN_TORCH_II_DOPPELGANGER_III,134
HUMAN_TORCH_II_DOPPELGANGER_IV,208
HUMAN_TORCH_II_IMPOSTER,30
HUMAN_WRECK,42
HUMBUG,198
HUMONGOUS,98
HUMP,50
HUMUS_SAPIEN,174
HUNCH,96
HUNCHBACK,20
HUNGER,22
HUNGER2,44
HUNGER_III,14
HUNGRY,20
HUNGYR,14
HUNKIR,46
HUNT_COL_ARCHIBALD,22
HUNT_FOREST,72
HUNT_GEN_ROBERT,6
HUNT_JASON,42
HUNT_JERRY,72
HUNT_ROBERTA,26
HUNTARR,136
HUNTER,72
HUNTER_II,92
HUNTER_IN_DARKNESS,64
HUNTER_HANK,84
HUNTER_HENRIETTA,42
HUNTER_IAN,42
HUNTER_LANCE,90
HUNTER_MAX,10
HUNTER_ROSALIND,20
HUNTER_STEVIE,402
HUNTLEY_CHET,50
HUNTSMAN,188
HUNTSMAN_II,98
HUNTSMAN_III,30
HURDLER_THOMAS,14
HURRICANE,36
